show_id,type,title,cast,release_year,duration,listed_in,platform
a8443,movie,dirty dirty jokes,"andrew dice clay, redd foxx, denny johnston, jackie martling, robert schimmel",1993,59,comedy,amazon
a8444,movie,cows wearing glasses,daniel lugo,2016,93,drama,amazon
a8445,movie,can't cut it,"shijimi, franky okamura, naoki kondo",2021,23,"arthouse, horror, romance",amazon
a8446,movie,blippi's school supply scavenger hunt,clayton grimm,2021,39,kids,amazon
a8447,movie,beate,"donatella finocchiaro, paolo pierobon, lucia sardo",2021,94,"comedy, drama",amazon
a8448,tv show,bakugan battle brawlers,"scott mccord, jason deline, julie lemieux",2009,1,"anime, anime, kids",amazon
a8449,tv show,all or nothing: toronto maple leafs,sin datos,2021,1,sports,amazon
a8450,movie,alienated,"michael aaron carico, gracie lacey, paul hayes, daniel wilkinson, david croley broyles, nomsa l. mlambo",2021,99,"romance, science fiction",amazon
a8451,movie,after miss julie,"geraldine somerville, phil daniels, kathy burke",1995,78,"arts, entertainment, and culture, drama, young adult audience",amazon
a8452,movie,a war,"pilou asbæk, tuva novotny, søren malling, dar salim, dulfi al-jabouri",2016,115,"drama, international",amazon
a8453,movie,wetware,"cameron scoggins, morgan wolk, nicole shalhoub, bret lada, aurelia thierree",2020,105,"science fiction, suspense",amazon
a8454,tv show,voltaire high,"pierre deladonchamps, nina meurisse, maud wyler, anne le ny, gérald laroche, françois rollin, léonie souchaud, anouk villemin, lula cotton frapier, nathan parent, baptiste masseline, gaspard meier-chaurand, vassili schneider",2021,1,drama,amazon
a8455,movie,tuck jagadish,"nani, ritu varma, jagapathi babu, aishwarya rajesh, daniel balaji, nassar, naresh",2021,146,drama,amazon
a8456,movie,truth or die,tom kane,2012,95,horror,amazon
a8457,movie,thirst street,"lindsay burdge, anjelica huston, esther garrel, damien bonnard, lola bessis, alice de lencquesaing, jacques nolot, françoise lebrun",2017,84,"comedy, drama",amazon
a8458,movie,the voyeurs,"sydney sweeney, justice smith, ben hardy, natasha liu bordizzo",2021,116,"drama, young adult audience",amazon
a8459,movie,the trace,"billy dee williams, lynn whitfield, pascal atuma",2014,85,drama,amazon
a8460,movie,the sweet sound of death,"dyanik zurakowska, emilio gutiérrez caba, víctor israel",1965,84,"horror, romance",amazon
a8461,movie,the lost,"kris johnson, farah ahmed, david partridge, terri dwyer",2020,81,"action, suspense",amazon
a8462,movie,the kingsbury run,"deanna sherman, terry kiser, bruno tatalovic, mary faktor, andrew gorell",2018,125,"horror, suspense",amazon
a8463,movie,social mandiya,"vikalp mehta, sandeep sharma, nishant kumar, vivaan sharma, jai roop jeevan, trishna singh, ruchita sharma, jaishree nagriwal, amit sharma, rocky, narendra arora, harinarayan",2021,100,"comedy, drama",amazon
a8464,movie,punascha,"rupa ganguly, soumitra chatterjee",2014,133,drama,amazon
a8465,movie,pat and margaret,"julie walters, victoria wood, celia imrie",1994,84,drama,amazon
a8466,movie,otra forma de entender la vida (4k uhd),sin datos,2021,70,"documentary, sports",amazon
a8467,movie,otra forma de entender la vida,sin datos,2021,70,"documentary, sports",amazon
a8468,movie,nizhal nijamagiradhu,"kamal haasan, sumithra, sobha, sarath babu",1978,140,drama,amazon
a8469,movie,night of a 1000 hours,"laurence rupp, amira casar",2016,92,"comedy, drama, suspense",amazon
a8470,movie,nancy an avenge manoeuvre,"shimna kiran, lyju george, afsana lakshmi, sushil sj, saleesh",2021,18,"action, horror, suspense",amazon
a8471,movie,my young auntie,"liu chia-liang, hui ying-hung, hsiao hou, wang lung-wei",1981,114,"action, adventure",amazon
a8472,movie,kutte fail,"jashn agnihotri, rajat saini, sajan kapoor, divvanshi",2021,101,"comedy, horror",amazon
a8473,movie,into the darkness,"jesper christensen, bodil jørgensen, mads reuther, gustav dyekjær giese, sara viktoria bjerregaard, lue dittmann støvelbæk, sylvester byder, peter eggers, melinda kinnaman, julie agnete vang, patricia schumann, kathrine thorborg johansen, lars simonsen",2021,153,"action, drama",amazon
a8474,tv show,gd,michael simmons,2021,1,"action, drama",amazon
a8475,movie,forgiven,"dean cain, kristi lawerence, aslyn sowards, glenda carol, james law",2021,73,"drama, special interest",amazon
a8476,movie,"ebony, ivory and jade","rosanne katon, colleen camp, sylvia anderson",1976,80,action,amazon
a8477,movie,darling,"g. v. prakash kumar, nikki galrani, bala saravanan, karunas, rajendran, kalaiyarasan",2015,120,horror,amazon
a8478,tv show,club mundo kids,"romina puga, melanie bartley, zoe rose palladino",2021,1,tv shows,amazon
a8479,tv show,big freedia: queen of bounce,big freedia,2016,1,"documentary, special interest, unscripted",amazon
a8480,movie,bidhilipi,"ranjit mallick, moushumi chatterjee, kali banerjee, ruma guha thakurta, sumanta mukherjee, chinmoy roy, sumitra mukherjee, rajeshwari raychowdhury, nimu bhowmick, sanghamitra bandyopadhyay, joy sengupta, niranjan ray",1990,139,drama,amazon
a8481,movie,aadu magaadra bujji,"sudheer babu, asmita sood",2013,142,"action, comedy, drama",amazon
a8482,movie,5:55 (five fifty five),"wole ojo, keira hewatch, chinonso young, bucci franklin, damilare kuku",2021,125,"comedy, drama, romance",amazon
a8483,tv show,tom jones,"max beesley, samantha morton, benjamin whitlow, brian blessed",1997,1,drama,amazon
a8484,tv show,the var room,"anthony richardson, tendayi jembere, ashley margolis, mark davison, nimisha odedra, paul ince, teddy sheringham, mark clattenburg",2021,1,comedy,amazon
a8485,movie,the rescue,"eddie peng, yanlin wang, zhilei xin, lyric lan",2020,133,"action, drama",amazon
a8486,movie,the dog who saved halloween,"gary valentine, dean cain, mayim bialik, elisa donovan",2011,88,"action, comedy, kids",amazon
a8487,movie,the diabolical schemes of thadeus jackson,"sean simmons, madeline fleming, nathan cade, harold crowson, philly modlin, joseph gainer, andi hanson",2018,93,action,amazon
a8488,movie,the assassination at sarajevo,"christopher plummer, florinda bolkan, maximilian schell",1975,110,drama,amazon
a8489,movie,stage fright,"minnie driver, meat loaf aday",2014,88,"arthouse, arts, entertainment, and culture, horror",amazon
a8490,tv show,sslmregustv02sourceseries,"test actor 1, test actor 2",2020,1,"comedy, drama",amazon
a8491,tv show,momo character classic,sin datos,2014,3,"anime, international, kids",amazon
a8492,movie,"mike epps: under rated, never faded & x-rated","mike epps, doug e. fresh",2021,69,comedy,amazon
a8493,tv show,mi historia,"juanes, mon laferte, nicky jam, ozuna, residente",2021,1,music,amazon
a8494,movie,juvenile delinquents,"phil blevins, corynn treadwell, silvia dionicio, xavier michael, kaleal cerafici, moses meads, cha-tah ellem",2020,118,"drama, suspense, young adult audience",amazon
a8495,movie,desecrated,"femi jacobs, jerry mudiaga, nuella njubigbo, henry demesi, tina chukwura",2021,85,drama,amazon
a8496,tv show,christmas through the decades,matt blake,2015,1,"documentary, kids, special interest",amazon
a8497,movie,charlotte moon mysteries - green on the greens,"ashley horne, brooke horne, briana joy johnson, reece calhoun, heather lever, garrett linn, brady hepner, hunter gray, brynn burch, evan pahl, reese crawley, pete mangum, dianna peukstelis, patrick smith, seth robbins, joshua kornmayer, ginger hubbs martin, melvin w. evans jr., olivia celine, jack young, izzy pike, shelley sink, rae derosa, russell scott, arnell pharr, bonnie ryerson, rhonda mitchell",2021,106,"comedy, suspense",amazon
a8498,movie,cattle hill,"henriette faye-schøll, fritjof såheim, jan martin johnsen",2019,66,"anime, kids",amazon
a8499,movie,borealis,sin datos,2020,94,documentary,amazon
a8500,movie,arachnophobia,"jeff daniels, john goodman, julian sands, brian mcnamara, harley jane kozak",1990,110,"comedy, horror",amazon
a8501,movie,advocate,"pawan kalyan, nivetha thomas, anjali, ananya, prakash raj, shruti haasan, vamsi krishna",2021,153,"action, drama",amazon
a8502,movie,act 6 - title 1,1,2021,61,action,amazon
a8503,movie,act 5 - title 1,1,2021,61,action,amazon
a8504,movie,a brand new kitchen,"jared joplin, lynn meyers, amber wedding",2019,90,"drama, romance, special interest",amazon
a8505,movie,yakuza apocalypse,"hayato ichihara, riko narumi, lily franky, yayan ruhian",2015,115,"action, horror",amazon
a8506,tv show,top gear: extra gear,"matt leblanc, chris harris, rory reid",2018,3,tv shows,amazon
a8507,movie,the riverman,"bruce greenwood, sam jaeger, sarah manninen",2004,91,drama,amazon
a8508,tv show,the carlos watson show,carlos watson,2021,2,"documentary, talk show and variety",amazon
a8509,movie,royal enchantimals: a royal rescue,sin datos,2021,26,"anime, kids",amazon
a8510,movie,rifftrax presents: devil girl from mars,"bridget nelson, mary jo pehl, hugh  mcdermott, hazel court, peter reynolds, adrienne corri, john laurie, mystery science theater 3000 guys",2018,77,"comedy, science fiction",amazon
a8511,movie,redemption,"dustin leighton, tom noga, clint james",2009,89,western,amazon
a8512,movie,precipice,"gregor bloéb, katharina straßer, clemens schick, gerti drassl",2016,88,suspense,amazon
a8513,movie,nadigan,"sathyaraj, khushbu, goundamani, manorama, venniradai moorthy, chinni jayanth",1990,135,"comedy, drama",amazon
a8514,movie,kottai vaasal,"arun pandian, sukanya, saranya, goundamani, mohan natarajan",1992,143,"action, drama",amazon
a8515,movie,kff's bad kill,"sunseray morson, max ozer, heather alyse becker, julianna barninger, torrey lawrence, karl schreyer, jonas grosserhode, michael ray, michelle manu, gilberto mendez, peter ivanov, maria leicy",2021,44,action,amazon
a8516,movie,gang warz,"derek barbosa, coolio, reni santoni",2004,97,drama,amazon
a8517,movie,da hip hop witch,"mobb deep, bezino, vanilla ice, rah digga, eminem, pras, charli baltimore, rock, sliff star",2003,85,"action, horror",amazon
a8518,movie,cold light of day,"bob flag, martin byrne-quinn, geoffrey greenhill",1989,80,"drama, horror, suspense",amazon
a8519,movie,butter (1998) (aka never 2 big),"ernie hudson, nia long, tony todd, donnie wahlberg, shemar moore, terrence howard",1998,101,"action, arts, entertainment, and culture, suspense",amazon
a8520,movie,woe,"adam halferty, jessie rabideau, ryan kattner, james russo",2021,85,"horror, suspense",amazon
a8521,movie,wings over everest,"jingchu zhang, kôji yakusho, po-hung lin, victor webster, noah dalton danby",2019,110,"action, drama",amazon
a8522,movie,songs for a sloth,"richard hollman, ava eisenson, brian mccarthy, arian moayed, jack mcbrayer",2021,85,"comedy, drama",amazon
a8523,tv show,pet alien season 1,sin datos,2005,1,"anime, comedy, kids",amazon
a8524,movie,my true fairytale,"emma kennedy, darri ingolfsson, corin nemec, taylor cole, alyshia ochse, arnold chun, hector hugo, morgan lindholm, bj mitchell, juliana destefano, mark daugherty, dominic pace, leticia robles, joanna cassidy, bruce davison",2021,86,"drama, suspense",amazon
a8525,movie,i'm not him,"john palladino, annie heise, kelly deadmon, rocco sisto, leigh-ann rose, nancy de mayo",2021,88,drama,amazon
a8526,tv show,desmond's,"norman beaton, carmen munroe, ram john holder, kim walker, geff francis, gyearbuor asante",1994,6,comedy,amazon
a8527,movie,wheely,"ogie banks, frances lee, gavin yap, brock powell, thomas pang, barbara goodson, tamyka white, jay sheldon, raymond orta, armando valdez",2019,90,"anime, kids",amazon
a8528,movie,thiruvarul,"a. v. m. rajan, jaya, nagesh, sukumari",1975,138,drama,amazon
a8529,movie,the showdown,"bob handegan, ann hagemann, william homel",2009,93,western,amazon
a8530,movie,the secret life of the hospital,sin datos,2018,66,documentary,amazon
a8531,movie,the perfect sleep,"anton pardoe, athony dilio, david beck",2009,106,"action, drama",amazon
a8532,tv show,sslmregustv002targetseries,"test actor 1, test actor 2",2020,1,tv shows,amazon
a8533,movie,small town remedies,"andrea dratch, ty sells, sally knudsen, r.j. wagner, marc brown, brittany mahoney, jordyn wagner, keehnan anderson, art razo, erica boston-west, jeff mcgee",2021,96,comedy,amazon
a8534,movie,shangri-la: near extinction,"eric szmanda, sara malakul lane, ewan chung, patrick batiste, rocky bonifield, joshua shibata, mykayla sohn, darin cooper, mercy miroshin, ken narasaki",2018,84,"action, fantasy, science fiction",amazon
a8535,movie,serving in silence,"ryan reynolds, glenn close, molly parker",1995,92,drama,amazon
a8536,movie,queen of spades,"ava preston, kaelen ohm, eric osborne",2021,92,"horror, suspense",amazon
a8537,movie,personals,"malik yoba, stacey dash, monteria ivey",1999,91,comedy,amazon
a8538,movie,my girlfriend's back,"tangi miller, mandy amano, deedee bigelow",2010,80,comedy,amazon
a8539,movie,murder town,"gerhard liebmann, simon hatzl, ines honsel, manuel sefciuc",2015,91,suspense,amazon
a8540,movie,miracle on i-880,"rubén blades, len cariou, david morse, sandy duncan, ada maris, ian tracey, emily perkins, eric mccormack, john pyper-ferguson, roger cross, don s. davis, shane meier",1993,93,drama,amazon
a8541,movie,lockdown,paul sambo empress njama ikponmwosa aik odiase,2021,82,drama,amazon
a8542,tv show,let's play guess what i am,sin datos,2015,3,"anime, international, kids",amazon
a8543,movie,last patrol on okinawa,"hunter doohan, jerry wolf, jeremy john wells, aaron jay rome, marie digby, rob narita",2021,30,"action, drama",amazon
a8544,tv show,kitchen,"frank gallagher, eddie izzard, natalie j robb, james young, charlene mckenna",2007,1,"drama, suspense",amazon
a8545,movie,i pray for love,dan david odion joy chidi manuel,2021,89,drama,amazon
a8546,movie,hellarious,"mike c. nelson, ellie church",2019,80,"comedy, horror",amazon
a8547,tv show,grenzlichter - contact to the otherworld,"rené, maria, sarah, andreas",2021,1,"drama, horror, suspense",amazon
a8548,movie,giant little ones,"josh wiggins, darren mann, taylor hickson",2019,93,"drama, young adult audience",amazon
a8549,movie,ghosts of goldfield,"mandy amano, kellan lutz, marnette patterson",2007,87,horror,amazon
a8550,movie,ghost month,"marina resa, toonyun, akiko shima",2009,100,horror,amazon
a8551,movie,english fairy tales,sin datos,2021,41,"anime, anime, romance",amazon
a8552,movie,dungeon girl,"gunter ziegler, wendi jean linn, gwen trevathan",2008,81,"drama, horror",amazon
a8553,movie,drive by,"rebecca foster, mario acosta, leticia andrade",2002,98,"action, drama",amazon
a8554,movie,donny's bar mitzvah,"danny trejo, steele stebbins, john deluca, wendy braun, tricia o'kelley, connor del rio, michael patrick mcgill, adam herschman, regan burns, skye townsend",2021,79,"comedy, drama, young adult audience",amazon
a8555,movie,desperado,"antonio banderas, joaquim de almeida, salma hayek, steve buscemi, cheech marin, quentin tarantino",1995,105,"action, drama, suspense",amazon
a8556,movie,cutthroat alley,"bizzy bone, stacy arnell, janice butler",2003,96,horror,amazon
a8557,movie,curse of the zodiac,"cassandra church, jack quinn, victoria ullmann",2007,82,"drama, horror",amazon
a8558,movie,craig shoemaker: the lovemaster... unzipped,craig shoemaker,2007,86,comedy,amazon
a8559,movie,chicago massacre,"corin nemec, amy lyndon",2007,92,"documentary, drama",amazon
a8560,movie,bob funk,"rachel leigh cook, alyssa bartholomew, robert john brwer",2009,108,comedy,amazon
